href;tomatometer;audience_score;genre;director;runtime;studio;cast;date
https://www.rottentomatoes.com/m/a_star_is_born_2018;90;79;Drama;Bradley Cooper;135 minutes;Warner Bros. Pictures;Lady Gaga|Bradley Cooper|Sam Elliott|Andrew Dice Clay|Dave Chappelle|Rafi Gavron;2018-10-04T17:00:00-07:00
https://www.rottentomatoes.com/m/unbreakable;70;77;Drama|Mystery & Suspense|Science Fiction & Fantasy;M. Night Shyamalan;107 minutes;Touchstone Pictures;Bruce Willis|Samuel L. Jackson|Robin Wright|Spencer Treat Clark|Charlayne Woodard|Eamonn Walker;2000-11-21T16:00:00-08:00
https://www.rottentomatoes.com/m/bohemian_rhapsody;61;86;Drama;Bryan Singer;134 minutes;20th Century Fox;Bruce Willis|Samuel L. Jackson|Robin Wright|Spencer Treat Clark|Charlayne Woodard|Eamonn Walker;2018-11-01T17:00:00-07:00
https://www.rottentomatoes.com/m/roma_2018;96;71;Drama;Alfonso Cuarón;135 minutes;Netflix;Yalitza Aparicio|Marina de Tavira|Diego Cortina Autrey|Carlos Peralta|Marco Graf|Nancy García García;2018-11-20T16:00:00-08:00
https://www.rottentomatoes.com/m/bird_box;63;58;Drama|Mystery & Suspense|Science Fiction & Fantasy;Susanne Bier;117 minutes;Netflix;Sandra Bullock|Trevante Rhodes|Jacki Weaver|Rosa Salazar|Danielle MacDonald|Lil Rel Howery;2018-12-12T16:00:00-08:00
https://www.rottentomatoes.com/m/going_in_style_2017;48;57;Comedy;Zach Braff;97 minutes;Warner Bros. Pictures;Morgan Freeman|Michael Caine|Alan Arkin|Ann-Margret|Joey King|Peter Serafinowicz;2017-04-06T17:00:00-07:00
https://www.rottentomatoes.com/m/christopher_robin;73;83;Action & Adventure|Comedy|Kids & Family;Marc Forster;120 minutes;Walt Disney Pictures;Ewan McGregor|Hayley Atwell|Bronte Carmichael|Mark Gatiss|Jim Cummings|Brad Garrett;2018-08-02T17:00:00-07:00
https://www.rottentomatoes.com/m/mowgli_legend_of_the_jungle;52;53;Action & Adventure|Animation|Drama;Andy Serkis;104 minutes;Netflix;Rohan Chand|Andy Serkis|Cate Blanchett|Benedict Cumberbatch|Christian Bale|Naomie Harris;2018-11-28T16:00:00-08:00
https://www.rottentomatoes.com/m/surfs_up;79;70;Action & Adventure|Animation|Kids & Family;Ash Brannon|Chris Buck;85 minutes;Sony Pictures;Shia LaBeouf|Jeff Bridges|Zooey Deschanel|James Woods|Diedrich Bader|Danny Mann;2007-06-07T17:00:00-07:00
https://www.rottentomatoes.com/m/widows_2018;91;61;Drama;Steve McQueen (III);128 minutes;20th Century Fox;Viola Davis|Michelle Rodriguez|Elizabeth Debicki|Cynthia Erivo|Colin Farrell|Brian Tyree Henry;2018-11-15T16:00:00-08:00
https://www.rottentomatoes.com/m/to_all_the_boys_ive_loved_before;97;87;Drama|Romance;Susan Johnson;120 minutes;Netflix;Lana Condor|Janel Parrish|Noah Centineo|Anna Cathcart|Israel Broussard|John Corbett;2018-11-15T16:00:00-08:00
https://www.rottentomatoes.com/m/i_am_not_an_easy_man;80;72;Comedy|Romance;Eléonore Pourriat;98 minutes;Netflix;Marie-Sophie Ferdane|Vincent Elbaz|Blanche Gardin;2018-04-12T17:00:00-07:00
https://www.rottentomatoes.com/m/feminists_what_were_they_thinking;80;66;Documentary;Johanna Demetrakas;86 minutes;Netflix;Jane Fonda|Lily Tomlin|Judy Chicago|Laurie Anderson;2018-10-11T17:00:00-07:00
https://www.rottentomatoes.com/m/20th_century_women;89;73;Comedy|Drama;Mike Mills;118 minutes;A24 Films;Annette Bening|Elle Fanning|Greta Gerwig|Lucas Jade Zumann|Billy Crudup|Alison Elliott;2017-01-19T16:00:00-08:00
https://www.rottentomatoes.com/m/dude;;38;Comedy|Drama;Olivia Milch;90 minutes;Netflix;Lucy Hale|Kathryn Prescott|Alexandra Shipp|Nora Dunn|Alex Wolff;2018-04-19T17:00:00-07:00
https://www.rottentomatoes.com/m/trainwreck;85;66;Comedy;Judd Apatow;129 minutes;Universal Pictures;Amy Schumer|Bill Hader|Colin Quinn|Brie Larson|Mike Birbiglia|Devin Fabry;2015-07-16T17:00:00-07:00
https://www.rottentomatoes.com/m/cuba_and_the_cameraman;100;91;Documentary;Jon Alpert;113 minutes;Netflix;Amy Schumer|Bill Hader|Colin Quinn|Brie Larson|Mike Birbiglia|Devin Fabry;2017-11-23T16:00:00-08:00
https://www.rottentomatoes.com/m/the_land_of_steady_habits;86;48;Comedy|Drama;Nicole Holofcener;98 minutes;Netflix;Ben Mendelsohn|Connie Britton|Thomas Mann|Edie Falco|Natalie Gold|Charlie Tahan;2018-09-13T17:00:00-07:00
https://www.rottentomatoes.com/m/mudbound;97;85;Drama;Dee Rees;134 minutes;Netflix;Carey Mulligan|Jason Clarke|Mary J. Blige|Rob Morgan|Garrett Hedlund|Jonathan Banks;2017-11-16T16:00:00-08:00
https://www.rottentomatoes.com/m/to_the_bone;71;65;Drama;Marti Noxon;107 minutes;Netflix;Lily Collins|Carrie Preston|Lili Taylor|Alex Sharp|Liana Liberato|Brooke Smith;2017-07-13T17:00:00-07:00
https://www.rottentomatoes.com/m/to_each_her_own_2018;;27;Comedy;Myriam Aziza;95 minutes;Netflix;Sarah Stern|Jean-Christophe Folly|Julia Piaton|Richard Berry|Catherine Jacob|Stéphane Debac;2018-06-28T17:00:00-07:00
https://www.rottentomatoes.com/m/madame_2017;43;53;Comedy|Drama|Romance;Amanda Sthers;91 minutes;Blue Fox Entertainment;Toni Collette|Harvey Keitel|Rossy de Palma|Michael Smiley|Tom Hughes|Josephine de la Baume;2018-03-22T17:00:00-07:00
https://www.rottentomatoes.com/m/finding_your_feet;68;56;Comedy|Drama|Romance;Richard Loncraine;111 minutes;Roadside Attractions;Timothy Spall|Joanna Lumley|Imelda Staunton|Celia Imrie|David Hayman|Indra Ove;2018-03-29T17:00:00-07:00
https://www.rottentomatoes.com/m/in_the_fade;77;70;Art House & International|Drama;Fatih Akin;106 minutes;Magnolia Pictures;Diane Kruger|Denis Moschitto|Johannes Krisch|Ulrich Tukur|Samia Chancrin|Numan Acar;2017-12-26T16:00:00-08:00
https://www.rottentomatoes.com/m/chinese_take_out;86;79;Drama;Sebastián Borensztein;93 minutes;Aliwood Mediterraneo Producciones;Ricardo Darín|Ignacio Huang|Muriel Santa Ana|Enric Rodríguez|Iván Romanelli|Vivian El Javer;2011-03-23T17:00:00-07:00
https://www.rottentomatoes.com/m/rodin_2017;30;22;Drama|Romance;Jacques Doillon;119 minutes;Cohen Media Group;Izïa Higelin|Severine Caneele|Vincent Lindon|Magdalena Malina|Edward Akrout|Patricia Mazuy;2018-05-31T17:00:00-07:00
https://www.rottentomatoes.com/m/words_and_pictures;43;50;Comedy|Drama;Fred Schepisi;115 minutes;Roadside Attractions;Clive Owen|Juliette Binoche|Bruce Davison|Navid Negahban|Amy Brenneman|Christian Scheider;2014-05-22T17:00:00-07:00
https://www.rottentomatoes.com/m/the_hundred_foot_journey;66;81;Drama;Lasse Hallstrom;122 minutes;Walt Disney Pictures;Helen Mirren|Manish Dayal|Om Puri|Charlotte Le Bon|Amit Shah|Farzana Dua Elahe;2014-08-07T17:00:00-07:00
https://www.rottentomatoes.com/m/get_out;98;86;Horror|Mystery & Suspense;Jordan Peele;104 minutes;Universal Pictures;Daniel Kaluuya|Allison Williams|Catherine Keener|Bradley Whitford|Caleb Landry Jones|Marcus Henderson;2017-02-23T16:00:00-08:00
https://www.rottentomatoes.com/m/game_night_2018;85;77;Comedy|Mystery & Suspense;Jonathan M. Goldstein|John Francis Daley;119 minutes;New Line Cinema;Jason Bateman|Rachel McAdams|Sharon Horgan|Kyle Chandler|Billy Magnussen|Lamorne Morris;2018-02-22T16:00:00-08:00
https://www.rottentomatoes.com/m/three_billboards_outside_ebbing_missouri;90;87;Comedy|Drama;Martin McDonagh;115 minutes;Fox Searchlight Pictures;Frances McDormand|Woody Harrelson|Sam Rockwell|Abbie Cornish|Lucas Hedges|Zeljko Ivanek;2017-11-30T16:00:00-08:00
https://www.rottentomatoes.com/m/lady_bird;99;79;Comedy|Drama;Greta Gerwig;93 minutes;A24;Saoirse Ronan|Laurie Metcalf|Tracy Letts|Lucas Hedges|Timothée Chalamet|Beanie Feldstein;2017-11-02T17:00:00-07:00
https://www.rottentomatoes.com/m/phantom_thread;91;70;Drama;Paul Thomas Anderson;130 minutes;Focus Features;Daniel Day-Lewis|Lesley Manville|Vicky Krieps;2018-01-18T16:00:00-08:00
https://www.rottentomatoes.com/m/captain_phillips;93;89;Drama;Paul Greengrass;134 minutes;Sony Pictures;Tom Hanks|Catherine Keener|Barkhad Abdi|Michael Chernus|Corey Johnson|Chris Mulkey;2013-10-10T17:00:00-07:00
https://www.rottentomatoes.com/m/jumanji_welcome_to_the_jungle;76;87;Action & Adventure|Drama|Kids & Family|Science Fiction & Fantasy;Jake Kasdan;112 minutes;Columbia Pictures;Tom Hanks|Catherine Keener|Barkhad Abdi|Michael Chernus|Corey Johnson|Chris Mulkey;2017-12-19T16:00:00-08:00
https://www.rottentomatoes.com/m/the_shape_of_water_2017;92;72;Drama|Science Fiction & Fantasy|Romance;Guillermo del Toro;119 minutes;Fox Searchlight Pictures;Sally Hawkins|Michael Shannon|Richard Jenkins|Doug Jones|Michael Stuhlbarg|Octavia Spencer;2017-12-21T16:00:00-08:00
https://www.rottentomatoes.com/m/it_2017;86;84;Drama|Horror|Mystery & Suspense;Andy Muschietti;135 minutes;Warner Bros. Pictures;Jaeden Martell|Jeremy Ray Taylor|Sophia Lillis|Bill Skarsgård|Finn Wolfhard|Jack Dylan Grazer;2017-09-07T17:00:00-07:00
https://www.rottentomatoes.com/m/i_am_not_a_witch;97;75;Art House & International|Drama;Rungano Nyoni;90 minutes;Film Movement;Maggie Mulubwa|Henry Phiri|Nancy Murilo|Gloria Huwiler|Travers Merrill;2018-09-06T17:00:00-07:00
https://www.rottentomatoes.com/m/despicable_me_3;58;54;Animation|Comedy|Kids & Family;Kyle Balda|Pierre Coffin|Eric Guillon;90 minutes;Universal Pictures;Steve Carell|Kristen Wiig|Trey Parker|Miranda Cosgrove|Dana Gaier|Nev Scharrel;2017-06-29T17:00:00-07:00
https://www.rottentomatoes.com/m/dont_say_a_word;24;49;Drama|Mystery & Suspense;Gary Fleder;110 minutes;20th Century Fox;Michael Douglas|Brittany Murphy|Sean Bean|Skye McCole Bartusiak|Famke Janssen|Oliver Platt;2001-09-27T17:00:00-07:00
https://www.rottentomatoes.com/m/the_hand_that_rocks_the_cradle;63;61;Drama|Mystery & Suspense;Curtis Hanson;110 minutes;Disney;Annabella Sciorra|Rebecca De Mornay|Matt McCoy|Ernie Hudson|Julianne Moore|Madeline Zima;1992-01-09T16:00:00-08:00
https://www.rottentomatoes.com/m/dunkirk_2017;92;81;Action & Adventure|Drama;Christopher Nolan;107 minutes;Warner Bros. Pictures;Fionn Whitehead|Tom Glynn-Carney|Jack Lowden|Harry Styles|Aneurin Barnard|James D'Arcy;2017-07-20T17:00:00-07:00
https://www.rottentomatoes.com/m/lion_2016;85;91;Drama;Garth Davis;120 minutes;See-Saw Films;Dev Patel|Rooney Mara|Nicole Kidman|David Wenham|Sunny Pawar|Abhishek Bharate;2016-11-24T16:00:00-08:00
https://www.rottentomatoes.com/m/wonder_woman_2017;93;88;Action & Adventure|Drama|Science Fiction & Fantasy;Patty Jenkins;141 minutes;Warner Bros. Pictures;Gal Gadot|Chris Pine|Connie Nielsen|Robin Wright|Danny Huston|David Thewlis;2017-06-01T17:00:00-07:00
https://www.rottentomatoes.com/m/the_lighthouse_of_the_whales;;63;Art House & International|Drama;Gerardo Olivares;110 minutes;Netflix;Maribel Verdu|Ciro Miró|Joaquín Furriel|Ana Celentano|Osvaldo Santoro|Joaquín Rapalini;2017-04-06T17:00:00-07:00
https://www.rottentomatoes.com/m/flores_raras;65;69;Drama;Bruno Barreto;116 minutes;Wolfe Releasing;Miranda Otto|Gloria Pires|Tracy Middendorf|Treat Williams|Marcello Airoldi|Lola Kirke;2013-11-07T16:00:00-08:00
https://www.rottentomatoes.com/m/the_road_within;45;68;Comedy|Drama;Gren Wells;100 minutes;Well Go USA;Robert Sheehan|Dev Patel|Zoë Kravitz|Kyra Sedgwick|Robert Patrick|Ali Hillis;2015-04-16T17:00:00-07:00
https://www.rottentomatoes.com/m/big;97;82;Comedy|Kids & Family|Science Fiction & Fantasy;Penny Marshall;98 minutes;Twentieth Century Fox Home Entertainment;Tom Hanks|Jared Rushton|Elizabeth Perkins|Robert Loggia|David Moscow|John Heard;1987-12-31T16:00:00-08:00
https://www.rottentomatoes.com/m/beauty_and_the_beast_2017;71;80;Drama|Musical & Performing Arts|Science Fiction & Fantasy|Romance;Bill Condon;129 minutes;Walt Disney Pictures;Emma Watson|Dan Stevens (IV)|Luke Evans|Kevin Kline|Josh Gad|Ewan McGregor;2017-03-16T17:00:00-07:00
https://www.rottentomatoes.com/m/aloha_2015;20;27;Action & Adventure|Comedy;Cameron Crowe;105 minutes;Sony Pictures;Bradley Cooper|Emma Stone|Rachel McAdams|Danny McBride (IV)|John Krasinski|Bill Murray;2015-05-28T17:00:00-07:00
https://www.rottentomatoes.com/m/t2_trainspotting;81;78;Drama;Danny Boyle;118 minutes;TriStar Pictures;Ewan McGregor|Ewen Bremner|Jonny Lee Miller|Robert Carlyle|Kelly Macdonald|Shirley Henderson;2017-03-16T17:00:00-07:00
https://www.rottentomatoes.com/m/the_boss_baby;52;51;Animation|Comedy|Kids & Family;Tom McGrath;97 minutes;DreamWorks Animation;Alec Baldwin|Steve Buscemi|Jimmy Kimmel|Lisa Kudrow|Miles Christopher Bakshi|James McGrath;2017-03-30T17:00:00-07:00
https://www.rottentomatoes.com/m/saving_mr_banks_2013;79;84;Comedy|Drama;John Lee Hancock;120 minutes;Walt Disney Pictures;Emma Thompson|Tom Hanks|Colin Farrell|Bradley Whitford|Paul Giamatti|Jason Schwartzman;2013-12-19T16:00:00-08:00
https://www.rottentomatoes.com/m/logan_2017;93;90;Action & Adventure|Drama|Science Fiction & Fantasy;James Mangold;135 minutes;20th Century Fox;Hugh Jackman|Patrick Stewart|Boyd Holbrook|Stephen Merchant|Dafne Keen|Richard E. Grant;2017-03-02T16:00:00-08:00
https://www.rottentomatoes.com/m/la_la_land;91;81;Comedy|Drama|Musical & Performing Arts;Damien Chazelle;128 minutes;Liongate Films;Ryan Gosling|Emma Stone|John Legend|J.K. Simmons|Rosemarie DeWitt|Finn Wittrock;2016-12-08T16:00:00-08:00
https://www.rottentomatoes.com/m/freeheld_2015;49;54;Comedy|Drama|Musical & Performing Arts;Damien Chazelle;128 minutes;Liongate Films;Ryan Gosling|Emma Stone|John Legend|J.K. Simmons|Rosemarie DeWitt|Finn Wittrock;2016-12-08T16:00:00-08:00
https://www.rottentomatoes.com/m/the_rite;21;40;Drama|Mystery & Suspense;Mikael Håfström;114 minutes;Warner Bros. Pictures/New Line Cinema;Anthony Hopkins|Colin O'Donoghue|Alice Braga|Ciarán Hinds|Toby Jones|Rutger Hauer;2011-01-27T16:00:00-08:00
https://www.rottentomatoes.com/m/office_christmas_party;40;40;Comedy;Will Speck|Josh Gordon;114 minutes;Paramount Pictures;Jennifer Aniston|Jason Bateman|T.J. Miller|Kate McKinnon|Randall Park|Olivia Munn;2016-12-08T16:00:00-08:00
https://www.rottentomatoes.com/m/ask_me_anything;;46;Drama;Allison Burnett;100 minutes;Phase 4 Films;Britt Robertson|Christian Slater|Justin Long|Martin Sheen|Robert Patrick|Kimberly Williams-Paisley;2014-12-18T16:00:00-08:00
https://www.rottentomatoes.com/m/mothers_day_2016;6;44;Comedy|Drama;Garry Marshall;119 minutes;Open Road Films;Jennifer Aniston|Kate Hudson|Julia Roberts|Jason Sudeikis|Britt Robertson|Timothy Olyphant;2016-04-28T17:00:00-07:00
https://www.rottentomatoes.com/m/the_man_who_knew_infinity;62;71;Art House & International|Drama;Matt Brown;108 minutes;Edward R. Pressman Film Corporation;Dev Patel|Jeremy Irons|Stephen Fry|Toby Jones|Jeremy Northam|Kevin McNally;2016-04-28T17:00:00-07:00
https://www.rottentomatoes.com/m/race_2016;62;77;Drama;Stephen Hopkins;134 minutes;Focus Features;Stephan James|Jason Sudeikis|Jeremy Irons|Carice van Houten|William Hurt|Eli Goree;2016-02-18T16:00:00-08:00
https://www.rottentomatoes.com/m/cafe_society_2016;71;56;Comedy|Romance;Woody Allen;85 minutes;Perdido Productions;Jeannie Berlin|Steve Carell|Jesse Eisenberg|Blake Lively|Parker Posey|Kristen Stewart;2016-07-14T17:00:00-07:00
https://www.rottentomatoes.com/m/tengo_ganas_de_ti;;66;Drama|Romance;Fernando González Molina;122 minutes;Warner Bros. Pictures International;Mario Casas|María Valverde|Clara Lago|Álvaro Cervantes|Lucho Fernández|Andrea Duro;2016-07-14T17:00:00-07:00
https://www.rottentomatoes.com/m/tres_metros_sobre_el_cielo_2010;;65;Art House & International|Drama;Fernando González Molina;118 minutes;Warner Bros. Pictures;María Valverde|Mario Casas|Álvaro Cervantes|Marina Salas|Luis Fernández|Andrea Duro;2010-12-02T16:00:00-08:00
https://www.rottentomatoes.com/m/very_good_girls;19;33;Drama;Naomi Foner;91 minutes;Well Go USA;Dakota Fanning|Elizabeth Olsen|Boyd Holbrook|Demi Moore|Richard Dreyfuss|Ellen Barkin;2014-07-24T17:00:00-07:00
https://www.rottentomatoes.com/m/un_peu_beaucoup_aveuglement;100;78;Art House & International|Comedy|Romance;Clovis Cornillac;90 minutes;Cine Nomine;Clovis Cornillac|Mélanie Bernier|Lilou Fogli|Philippe Duquesne|Gregoire Oestermann|Oscar Copp;2014-07-24T17:00:00-07:00
https://www.rottentomatoes.com/m/ouija_origin_of_evil;82;57;Horror|Mystery & Suspense;Mike Flanagan;99 minutes;Universal Pictures;Annalise Basso|Elizabeth Reaser|Lulu Wilson|Henry Thomas|Parker Mack|Halle Charlton;2016-10-20T17:00:00-07:00
https://www.rottentomatoes.com/m/tom_at_the_farm;78;71;Drama|Mystery & Suspense;Xavier Dolan;95 minutes;Amplify Releasing;Annalise Basso|Elizabeth Reaser|Lulu Wilson|Henry Thomas|Parker Mack|Halle Charlton;2015-08-13T17:00:00-07:00
https://www.rottentomatoes.com/m/home_sweet_hell;5;26;Comedy|Drama;Anthony Burns;97 minutes;Vertical Entertainment;Patrick Wilson|Katherine Heigl|Jordana Brewster|Jim Belushi|Kevin Mckidd|Chi McBride;2015-03-12T17:00:00-07:00
https://www.rottentomatoes.com/m/rio_i_love_you;8;12;Comedy|Drama|Romance;Vicente Amorim|Guillermo Arriaga|Stephan Elliott|Im Sang-soo|Nadine Labaki|Fernando Meirelles|José Padilha|Carlos Saldanha|Paolo Sorrentino|John Turturro|Andrucha Waddington;110 minutes;Conspiração Filmes;Vincent Cassel|Rodrigo Santoro|Jason Isaacs|Fernanda Montenegro|Harvey Keitel|John Turturro;2016-04-14T17:00:00-07:00
https://www.rottentomatoes.com/m/remember_2016;70;79;Art House & International|Drama|Mystery & Suspense;Atom Egoyan;95 minutes;A24 and DIRECTV;Howard Jerome|Christopher Plummer|Martin Landau|Henry Czerny|Bruno Ganz|Dean Norris;2016-03-10T16:00:00-08:00
https://www.rottentomatoes.com/m/suite_francaise;76;68;Drama|Romance;Saul Dibb;107 minutes;The Weinstein Company;Michelle Williams|Kristin Scott Thomas|Margot Robbie|Ruth Wilson|Sam Riley|Alexandra Maria Lara;2016-03-10T16:00:00-08:00
https://www.rottentomatoes.com/m/big_lebowski;82;94;Comedy;Joel Coen;118 minutes;Gramercy Pictures;Jeff Bridges|John Goodman|Julianne Moore|Steve Buscemi|Peter Stormare|David Huddleston;1998-03-05T16:00:00-08:00
https://www.rottentomatoes.com/m/stuck_in_love;57;68;Comedy|Drama;Josh Boone;96 minutes;Millenium Entertainment;Greg Kinnear|Jennifer Connelly|Lily Collins|Nat Wolff|Kristen Bell|Logan Lerman;2013-07-04T17:00:00-07:00
https://www.rottentomatoes.com/m/the_perfect_dictatorship;;75;Comedy|Drama;Luis Estrada;143 minutes;Bandidos Films;Damián Alcázar|Alfonso Herrera|Joaquín Cosio|Osvaldo Benavides|Silvia Navarro;2013-07-04T17:00:00-07:00
https://www.rottentomatoes.com/m/the_legend_of_tarzan;36;58;Action & Adventure;David Yates (II);109 minutes;Lionsgate Pictures;Alexander Skarsgård|Margot Robbie|Samuel L. Jackson|Christoph Waltz|Djimon Hounsou|Rory J. Saper;2016-06-30T17:00:00-07:00
https://www.rottentomatoes.com/m/finding_dory;94;84;Animation;Andrew Stanton|Angus MacLane;100 minutes;Walt Disney Pictures/PIXAR;Ellen DeGeneres|Albert Brooks|Hayden Rolence|Ed O'Neill|Kaitlin Olson|Ty Burrell;2016-06-16T17:00:00-07:00
https://www.rottentomatoes.com/m/the_spectacular_now;91;76;Comedy|Drama|Romance;James Ponsoldt;95 minutes;A24;Miles Teller|Shailene Woodley|Brie Larson|Mary Elizabeth Winstead|Jennifer Jason Leigh|Kyle Chandler;2013-08-01T17:00:00-07:00
https://www.rottentomatoes.com/m/room_2015;93;93;Drama;Lenny Abrahamson;113 minutes;Element Pictures;Brie Larson|Jacob Tremblay|Joan Allen|William H. Macy|Sean Bridgers|Tom McCamus;2015-10-15T17:00:00-07:00
https://www.rottentomatoes.com/m/brooklyn;97;87;Drama;John Crowley;111 minutes;Fox Searchlight Pictures;Saoirse Ronan|Domhnall Gleeson|Emory Cohen|Eileen O'Higgins|Julie Walters|Jim Broadbent;2015-11-03T16:00:00-08:00
https://www.rottentomatoes.com/m/wild_2014;89;75;Drama;Jean-Marc Vallée;115 minutes;20th Century Fox;Reese Witherspoon|Thomas Sadoski|Michiel Huisman|W. Earl Brown|Gaby Hoffmann|Kevin Rankin;2014-12-02T16:00:00-08:00
https://www.rottentomatoes.com/m/the_best_of_me;9;59;Drama|Romance;Michael Hoffman;119 minutes;Relativity Media;Michelle Monaghan|James Marsden|Luke Bracey|Liana Liberato|Caroline Goodall|Sebastian Arcelus;2014-10-16T17:00:00-07:00
https://www.rottentomatoes.com/m/horrible_bosses;69;70;Comedy;Seth Gordon;106 minutes;Warner Bros. Pictures;Jason Bateman|Kevin Spacey|Jennifer Aniston|Jason Sudeikis|Charlie Day|Jamie Foxx;2011-07-07T17:00:00-07:00
https://www.rottentomatoes.com/m/the_way_way_back;83;84;Comedy|Drama;Jim Rash|Nat Faxon;103 minutes;Fox Searchlight;Steve Carell|Toni Collette|Allison Janney|Liam James|Sam Rockwell|Zoe Levin;2013-07-04T17:00:00-07:00
https://www.rottentomatoes.com/m/copenhagen_2013;88;80;Action & Adventure|Drama|Romance;Mark Raso;98 minutes;Level 33 Entertainment/Millenium Media S;Frederikke Dahl Hansen|Gethin Anthony|Sebastian Armesto|Olivia Grant|Baard Owe|Martin Hestbæk;2014-10-02T17:00:00-07:00
https://www.rottentomatoes.com/m/night_train_to_lisbon_2013;43;60;Mystery & Suspense|Romance;Bille August;109 minutes;Wrekin Hill;Jeremy Irons|Mélanie Laurent|Jack Huston|Martina Gedeck|August Diehl|Bruno Ganz;2013-12-05T16:00:00-08:00
https://www.rottentomatoes.com/m/locke;90;72;Drama|Mystery & Suspense;Steven Knight;85 minutes;A24 Films;Tom Hardy|Bill Milner|Andrew Scott|Ruth Wilson|Tom Holland (II)|Ben Daniels;2014-04-24T17:00:00-07:00
https://www.rottentomatoes.com/m/two_days_one_night;97;76;Drama;Jean-Pierre Dardenne|Luc Dardenne;95 minutes;IFC Films;Marion Cotillard|Fabrizio Rongione|Catherine Salée|Pili Groyne|Simon Caudry|Baptiste Sornin;2014-12-23T16:00:00-08:00
https://www.rottentomatoes.com/m/fifty_shades_of_grey;24;41;Romance;Sam Taylor-Johnson;110 minutes;Focus Features;Jamie Dornan|Dakota Johnson|Jennifer Ehle|Luke Grimes|Marcia Gay Harden|Max Martini;2015-02-12T16:00:00-08:00
https://www.rottentomatoes.com/m/the_purge;39;36;Mystery & Suspense|Science Fiction & Fantasy;James DeMonaco;85 minutes;Universal Pictures;Ethan Hawke|Lena Headey|Adelaide Kane|Max Burkholder|Edwin Hodge|Rhys Wakefield;2013-06-06T17:00:00-07:00
https://www.rottentomatoes.com/m/para_elisa;;17;Mystery & Suspense;Juanra Fernández;74 minutes;Universal Pictures;Ana Turpin|Ona Casamiquela|Luisa Gavasa|Jesús Caba|Sheila Ponce;2013-06-06T17:00:00-07:00
https://www.rottentomatoes.com/m/the_babadook;98;72;Drama|Horror|Mystery & Suspense;Jennifer Kent;94 minutes;IFC Films;Essie Davis|Barbara West|Daniel Henshall|Hayley McElhinney|Tim Purcell|Noah Wiseman;2014-11-27T16:00:00-08:00
https://www.rottentomatoes.com/m/whats_eating_gilbert_grape;90;89;Drama;Lasse Hallstrom;117 minutes;Paramount Pictures;Johnny Depp|Leonardo DiCaprio|Juliette Lewis|Mary Steenburgen|Darlene Cates|Laura Harrington;1993-12-24T16:00:00-08:00
https://www.rottentomatoes.com/m/zootopia;97;92;Action & Adventure|Animation|Comedy;Byron Howard|Rich Moore|Jared Bush;108 minutes;Walt Disney Animation Studios;Ginnifer Goodwin|Jason Bateman|Idris Elba|Jenny Slate|Nate Torrence|Bonnie Hunt;2016-03-03T16:00:00-08:00
https://www.rottentomatoes.com/m/the_danish_girl_2015;68;72;Drama;Tom Hooper;120 minutes;Focus Features;Alicia Vikander|Eddie Redmayne|Matthias Schoenaerts|Amber Heard|Tusse Silberg|Ben Whishaw;2015-11-26T16:00:00-08:00
https://www.rottentomatoes.com/m/the_revenant_2015;79;84;Action & Adventure|Drama;Alejandro González Iñárritu;156 minutes;20th Century Fox;Leonardo DiCaprio|Tom Hardy|Domhnall Gleeson|Will Poulter|Forrest Goodluck|Paul Anderson (XVIII);2015-12-24T16:00:00-08:00
https://www.rottentomatoes.com/m/embrace_of_the_serpent;96;84;Action & Adventure|Art House & International;Ciro Guerra;123 minutes;Buffalo Films;Jan Bijvoet|Brionne Davis|Nilbio Torres|Antonio Bolívar Salvador|Yauenkü Miguee|Nicolas Cancino;2016-02-16T16:00:00-08:00
https://www.rottentomatoes.com/m/moms_day_away;;29;Drama;Mark Jean;82 minutes;Buffalo Films;Bonnie Somerville|James Tupper|Ona Grauer;2016-02-16T16:00:00-08:00
https://www.rottentomatoes.com/m/back_to_stay_2011;;47;Art House & International|Comedy|Drama;Milagros Mumenthaler;99 minutes;Alina Film;María Canale|Martina Juncadella|Ailín Salas|Julián Tello;2016-02-16T16:00:00-08:00
https://www.rottentomatoes.com/m/the_fifth_wave;15;38;Action & Adventure|Mystery & Suspense|Science Fiction & Fantasy;J Blakeson;112 minutes;Sony Pictures;Chloë Grace Moretz|Nick Robinson|Alex Roe|Nicholas John Robinson|Liev Schreiber|Ron Livingston;2016-01-21T16:00:00-08:00
https://www.rottentomatoes.com/m/ocho_apellidos_vascos;;54;Art House & International|Comedy;Emilio Martínez Lázaro;98 minutes;Universal Pictures International;Chloë Grace Moretz|Nick Robinson|Alex Roe|Nicholas John Robinson|Liev Schreiber|Ron Livingston;2016-01-21T16:00:00-08:00
https://www.rottentomatoes.com/m/joy_2014;61;57;Drama;David O. Russell;124 minutes;20th Century Fox;Jennifer Lawrence|Robert De Niro|Bradley Cooper|Edgar Ramirez|Diane Ladd|Virginia Madsen;2015-12-24T16:00:00-08:00
https://www.rottentomatoes.com/m/love_rosie;33;63;Comedy|Romance;Christian Ditter;102 minutes;Film Arcade;Lily Collins|Sam Claflin|Christian Cooke|Jaime Winstone|Tamsin Egerton|Art Parkinson;2015-02-05T16:00:00-08:00
